Title,Product Url,Price,Brand,Rating,Units Sold,Product Description
Portable mouthwash stick/ Travel gargle sachet/ breath refresher/ Mouthwash,https://shopee.sg/Portable-mouthwash-stick-Travel-gargle-sachet-breath-refresher-Mouthwash-i.306926794.17719525082?sp_atk=83a6133a-987c-4a43-bb50-c3e47e918557&xptdk=83a6133a-987c-4a43-bb50-c3e47e918557,$0.15,,4.7,3.7k,"Portable Mouthwash Stick/ Travel Gargle Sachet/ Breath Refresher

Product help to promote oral health and helps you to keep a fresh breath!

Going for a date? grab one sachet and keep in ur bag!
Leave a good impression for you date partner!

Effectively helps in:
-Get rid of bad breath
-To prevent tooth decay
-To prevent toothache
-To remove plaque

4 Favours:
-Orange
-Lime
-Grape
-Peach

How customer feel by using the product?

- It's easy to leave it at work or carry it around in a bag.

- When I eat fishy food at home, it's good to rinse my mouth, so l always keep it in the bathroom. When I go out, I take two or three and use them with my friend after lunch. I strongly recommend it!

- I bought it to gargle, It's so nice because it's refreshing and individual packaging."
FoodaHolic Mask Sheet 16 Types Moisture face facial Mask Pack Skincare healing Cheapest Moisturizing Anti aging vitality elasticity Mask sheets,https://shopee.sg/FoodaHolic-Mask-Sheet-16-Types-Moisture-face-facial-Mask-Pack-Skincare-healing-Cheapest-Moisturizing-Anti-aging-vitality-elasticity-Mask-sheets-i.439137747.6091664355?sp_atk=16b24fe2-074d-4848-b28f-f4d0878c4f2a&xptdk=16b24fe2-074d-4848-b28f-f4d0878c4f2a,$0.55,FOODAHOLIC,4.9,24.2k,"🎁 If you order a lot of Mask Sheets,, 

I'll give you more Free Gifts 🎁 

(The Ajin boss is generous, Like belly fat🐷)


✅  Made in Korea


💛 ❤ 💛 ❤ 💛 ❤ 💛 ❤ 💛 ❤ 💛 ❤ 💛 ❤ 💛 

1.Cucumber 
Cucumber extracts make your skin clear and transparent.

2.Hyaluronicacid 
Hyaluronic acid extract has moisturizing and soothing effects.

3.Vitamin
Effective for skin elasticity and nutrition

4.snail
Snail mucus filtrate and trehalose extract give skin elasticity and shine.

5.Aloe
Aloe extracts provide a moist and healthy skin

6.Collagen
Collagen extract gives skin radiance and elasticity.

7.Shea Buter
Effective for skin moisturizing and skin vitality

8.Blueberry
Blueberry extract is effective for skin nutrition and moisturizing.

9.Green Tea
Green tea extract makes your skin clear and moist.

10.Royal Jelly
Royal jelly extracts hydrate and revitalizes the skin.

11.Red Ginseng
Red ginseng extract nourishes the tired skin and prepares it as a resilient skin.

12. Pearl
Pearl extract gives the skin vitality and makes it glowy.

13. Tea Tree
Tea tree oil soothes the skin and makes it clear and lively.

14. Rose
Rose extract helps maintain moist and elastic skin

15. Pomegrnate
Pomegranate extract helps to liven up the skin and create clear and elastic skin.

16. Olive
Olive extract hydrates the skin and makes it moist and smooth.


💛 ❤ 💛 ❤ 💛 ❤ 💛 ❤ 💛 ❤ 💛 ❤ 💛 ❤ 💛

<Selection Help>
- Skin Soothing
cucumber, aloe, green, tea tree

- Skin Moisturizing
collagen, hyaluronic acid, shea, butter rose

- Skin Vital & Elasticity
Royal jelly, red ginseng, vitamin, pearl

- Skin Nutrition & Transparent 
Snail, Blueberry, Olive, Pomegranate"
[Dr.Jart+] Dermask Solution Mask Line 5pcs,https://shopee.sg/-Dr.Jart-Dermask-Solution-Mask-Line-5pcs-i.114919380.2655359383?sp_atk=ef807383-a698-4869-a6e3-24f690505e9f&xptdk=ef807383-a698-4869-a6e3-24f690505e9f,$10.50 - $12.00,Dr. Jart+,4.9,55k,"[Dr.Jart+] Cicapair Calming Mask 25g*5ea 
Plant-derived mask sheet that transfers directly to the ingredients of the centrum.

[Dr.Jart+] Dermask Intra Jet Firming Solution 28g*5ea
The combination of three ingredients ideal for strengthening elasticity, wrinkle improvement functional certification, helps to improve wrinkled skin.

[Dr.Jart+] Dermask Water Jet Vital Hydra Solution 25g*5ea
Contains Hyaluronic Acid and Seaweed Extracts. It is the soothing mask that gives the best care for your worries with the best ingredients and moisturizes sensitive skin that lacks moisture.

[Dr.Jart+] Dermask Water Jet Soothing Hydra Solution 25g*5ea
It is a soothing mask that gives the best care for alleviating areas with the best ingredients such as aloe vera and phytoncide which are good for calming effect and soothes moisture-sensitive sensitive skin.

[Dr.Jart+] Dermask Ultra Jet Porecting Solution 28g*5ea
It is a total pore care mask put in a powerful one bubble that fixes the pore.
The bubble removes even the wastes in the pores, creating a cleaner, clearer skin

[Dr.Jart+] Dermask Micro Jet Brightening Solution 30g*5ea
It is a powerful one-piece whitening functional mask that removes the darkness of the skin.
The skin is bright and brightly illuminated with an ideal raw material combination to help you concentrate your worries.

[Dr.Jart+] Dermask Intra Jet Wrinkless Solution 28g*5ea
It is a powerful single wrinkle-improving functional mask that controls wrinkles.

[Dr.Jart+] Dermask micro Jet Clearing Solution 27g*5ea
This silky, hydrating microfiber sheet mask—made of soft microfiber finer than a strand of hair—addresses trouble-prone complexions by soothing redness and inflamed skin from acne and preventing pigmentation.


[Dr.Jart+] Dermask Ultra Jet Peeling Solution 23g*5ea
Take care of keratin with sugar and peeling essence.
Peeling essence and pH balancing mask keep the rough skin clear and smooth.
It completes the bright and refreshing skin base.


[Dr.Jart+] V7 Brightening Mask 30g*5ea
7 vitamin complexes brighten up the skin, and Red Vitality Complex gives a pink vitality to brighten and brighten the skin.


[Dr.Jart+] Ceramidin Facial Barrier Mask 22g*5ea
Highly moisturizing mask sheet that helps recharge moisture and nourish care at once



How To Use
STEP 1 After cleansing, make up your skin with lotion.
STEP 2 Open the pouch, remove the film, and attach it to your face.
STEP 3 After about 10 to 20 minutes, remove the mask and gently tap the remaining essence on the skin to absorb."
Bioaqua Whitening Avocado Mask Helps Firm And Elastic Skin,https://shopee.sg/Bioaqua-Whitening-Avocado-Mask-Helps-Firm-And-Elastic-Skin-i.462630144.9367060149?sp_atk=5b17f740-8c7e-4464-bd62-99e276f73e1b&xptdk=5b17f740-8c7e-4464-bd62-99e276f73e1b,$1.90,,5.0,1.2k,"Bioaqua Niacinome Hydrating Shea Mask Moisturizing Water Supply Whitening Skin

Bioaqua Niacinome Hydrating Shea Mask provides natural vitamins and minerals to help moisturize, soften skin and improve skin, leaving skin healthy and full of vitality.

-PRODUCT INFORMATION
 ✽ Features: Nourshing, moisturizing, moisturizing, whitening oil control
 ✽ Net WT: 25g
 ✽ Size: full size
 ✽ Quantity: 1 pcs

-USES
 ✽ Minerals such as copper, selenium, zinc and phosphorus, vitamins C, B, E and beta-carontene are the nutritional ingredients in broccoli that effectively strengthen the skin's immune system astonishingly, helping the skin stay bright, healthy and smooth. Glucoraphanin, a special organic compound contained in broccoli, works to help regenerate the skin - especially areas damaged by the sun.

 ✽ Vitamin A in avocado is effective in removing dead cells and cleansing the skin. In addition, the natural oils in avocado help regenerate, moisturize the skin, prevent dry skin and increase elasticity.

◤ USER MANUAL 

- B1: Wash your face thoroughly
- B2: After washing your face, open the mask to apply on your face
- B3: After 10-15 minutes, remove the mask and gently pat the face so that the skin can easily absorb the essence
- B4: Finally, wash your face with water"
Anfany【SG Ready Stock】1pcs Steam eye mask Eye Protection Self-heating Dark Circles Sleep Aid hot eye mask 黑眼圈助眠热眼罩,https://shopee.sg/Anfany%E3%80%90SG-Ready-Stock%E3%80%911pcs-Steam-eye-mask-Eye-Protection-Self-heating-Dark-Circles-Sleep-Aid-hot-eye-mask-%E9%BB%91%E7%9C%BC%E5%9C%88%E5%8A%A9%E7%9C%A0%E7%83%AD%E7%9C%BC%E7%BD%A9-i.467547129.10920016954?sp_atk=2b47cc83-3f98-47bf-87df-19c810c77cde&xptdk=2b47cc83-3f98-47bf-87df-19c810c77cde,$1.38 - $1.85,ABOUT ME,4.9,18.8k,"Welcome to Anfany
Product Category: Eye protection
Material: Non-woven spun lace, needle-punched cotton, activated carbon, water, mineral salts, etc.
Specifications: chamomile, lavender, rose, cassia, wormwood, borneol, odorless

THIS ORDER IS ALA-CARTE (MIX & MATCH) 

Benefits :
-Relieve eye fatigue
-Lighten dark circles
-Promote blood circulation
-Help insomnia terminator
-Breathable without hurting the skin
-Constant temperature hot compress technology

Instructions:
1. Take out the folded hot eye mask from the bag and unfold it. After taking it out, it will start to heat up. Please use immediately after opening.
2. Put the white face of the eye mask into contact with the eyes and open the non-woven ear strap.
3. Please close your eyes during use, and keep the heat for about 30~40 minutes. The temperature drop means the end of use time.

Additional info:
For this herbs of Borneol it is normal to feel a little sharp/cooling/minty feel when use as it contains some mint elements. It's specialize in treating strained eyes to reduce eye fatigue.

KEY PRODUCT FEATURES
Well designed all-rounded mask wraps your eyes gently!
Ultra-thin material conforms to your eye contours.
Ear loops prevent slipping and cater to usage in any position.
Warms up immediately upon opening of pouch; convenient to use anywhere.
Disposable mask makes it convenient and hygienic to use.
You can use it anywhere, anytime!"
with 12Pcs Sticker Glue 24Pcs Press On Nails Nail Art Patch Fake Nails Flase Nails Waterproof Detachable Nail Patch,https://shopee.sg/with-12Pcs-Sticker-Glue-24Pcs-Press-On-Nails-Nail-Art-Patch-Fake-Nails-Flase-Nails-Waterproof-Detachable-Nail-Patch-i.566133253.14400828051?sp_atk=25c6f783-1822-4932-a0ac-623f14c006de&xptdk=25c6f783-1822-4932-a0ac-623f14c006de,$0.99,,4.7,7.6k,"Packing:  1. Complete set of 24 pieces                  
                  2. Random small gifts (12Pcs Sticker glue)

Product Name: fake nails
Specification: 24 pieces/strip。
No box, no glue.If you need glue, please buy extra."
(Wholesale@$2.5)🌸Cosrx🌸Acne Pimple/Clear Fit Master Patch,https://shopee.sg/(Wholesale-2.5)%F0%9F%8C%B8Cosrx%F0%9F%8C%B8Acne-Pimple-Clear-Fit-Master-Patch-i.63445331.1906940479?sp_atk=60686b33-e05c-49bf-a564-0ef3958ea8c7&xptdk=60686b33-e05c-49bf-a564-0ef3958ea8c7,$2.99,COSRX,5.0,15k,"1. COSRX Acne Pimple Master Patch (24 Patches)

Protects wounded or troubled area from getting worse and maintains humidity of skin to prevent further breakouts. Hydrocolloid type.

How to Use
Cleanse the area around problem spot.
Select a bigger size patch than the problem spot and attach the patch to the spot.

2. CosRX Clear Fit Master Patch (18 Patches)
Micro thin gradation type spot cover hydrocolloid patch that hides the spot naturally even when you wear makeup.Hydrocolloid protects wounds from dust and viruses in the air. Convenient use.

How to Use
Cleanse the area around acne blemishes, pimple and completely dry the area.
Attach the patch to the area.
* Best used after the last step of skin care and before make up



#acne #pimple"
[the SAEM] Cover Perfection Tip Concealer,https://shopee.sg/-the-SAEM-Cover-Perfection-Tip-Concealer-i.107921853.1790155545?sp_atk=c332247f-0974-4a4c-9042-965cae8e0a36&xptdk=c332247f-0974-4a4c-9042-965cae8e0a36,$3.55,the SAEM,4.9,31.9k,"-Feature 

Perfect fitting for long hours by long lasting polymer and natural coverage by soft focus powder, SPF28 PA++ uv protection.
Nourishing and brightening effect.

-Option
01.Clear Beige
1.5 Natural Beige
02.Rich Beige
0.5 Ice Beige
1.25 Light Beige
1.75 Middle Beige
Brightener
Contour Beige

-Volume
6.5g

-How To Use
Dot it where you want cover, then tap to evenly spread it all over the face."
"Beauty of Joseon Skincare (Repair, Glow, Calming Serum/ Sheet Mask/ Sunscreen/ Dynasty Cream/Ginseng Essence)",https://shopee.sg/Beauty-of-Joseon-Skincare-(Repair-Glow-Calming-Serum-Sheet-Mask-Sunscreen-Dynasty-Cream-Ginseng-Essence)-i.259319699.9217376562?sp_atk=d8164cc7-c9f7-4207-b16a-33412cceed96&xptdk=d8164cc7-c9f7-4207-b16a-33412cceed96,$9.90 - $20.50,Beauty of Joseon,5.0,2.6k,"KSFBeauty Singapore is an authorized distributor of Beauty of Joseon in Singapore. 

Do get your products from authorized distributors as we cant guarantee authenticity from 3rd party distributors. 

If you have any questions about BOJ products and building a skincare routine, do send us a message and we will reply in 5-10 minutes! :)

Receive your items in 2-3 working days :)

Former Beauty of Joseon Repair serum has been rebranded as (REVIVE) serum.

About the brand:
Beauty of Joseon is a brand that has reinterpreted the unchanging beauty and the traditional methods from nature within a modern way according to the wisdom of Joseon women.

Tags: #skincare, #serum&treatment, #BeautyofJoeson, #Acne, #Acne prone , #koreanskincare, #skincareroutine, #singapore, #supportlocal, #singaporeskincareshop"
[MAMONDE] Flower Lab Essence Mask,https://shopee.sg/-MAMONDE-Flower-Lab-Essence-Mask-i.185977708.6365968794?sp_atk=75351009-4007-4ab4-b5b8-4c8e682172e0&xptdk=75351009-4007-4ab4-b5b8-4c8e682172e0,$0.98,,4.9,12.1k,"-Feature 

This serum type essence gives moisture to skin.

-Option
#Hibiscus Deep Moisturizing
#Magnolia Brightening
#Rose Moisturizing
#Narcissus Hydrating
#Camellia Antiaging
#Calendula Soothing
#Evening Primrose Nourishing
#Honeysuckle Lifting
#Pomergranate Lively
#Eoseongcho Porecare

-Volume
25ml

-How To Use
Cleanse your face and dry it, then refine your skin texture with toner.
Apply the mask on your face.
After 10-20 minutes take off the mask and tap your face till the essence is fully absorbed."
Eyebrow Pencil Waterproof Tint Natural Long Lasting Paint Tattoo Eyebrow,https://shopee.sg/Eyebrow-Pencil-Waterproof-Tint-Natural-Long-Lasting-Paint-Tattoo-Eyebrow-i.420170700.10107836880?sp_atk=25900c6d-0cfa-4a48-91d5-933967d51b87&xptdk=25900c6d-0cfa-4a48-91d5-933967d51b87,$0.80 - $0.99,,4.9,15.8k,"(NEW) New eyebrow pencil !! Increase the volume by ↑ 30%

Eyebrow pencil Soft texture, easy to write, long-lasting

The stick has 2 sides, one side is a cream stick. Used to add color. And make the eyebrows the desired shape Comes in auto pencil form Just turn around the handle. The cream will slide out. Do not waste time sharpening. The other side is a brush for spreading the color evenly across the brow. Add more naturalness

** It is an eyebrow pencil that is recommended for all girls to have !! Easy to write pencil texture. Get both beautiful looks Or focus on clear nature This one can get it all !!

#Eyebrow pencil #Eyebrows #Siwanna #Pencil #Eyebrows #Eyebrow #Eyebrow #Pretty #Ready to send # Wholesale price # The cheapest #Promotions #Authentic #shopeeth #Eyebrow pencil #at Eyebrow pencil

*Important notice, you can add notes when you buy
If you want other colors, please leave a comment directly to us. For example: 02# 3 sticks; 03# 2 sticks!"
[SG Ready Stock!] DR PLANT PLANTS EXTRACT FACIAL SHEET MASK,https://shopee.sg/-SG-Ready-Stock!-DR-PLANT-PLANTS-EXTRACT-FACIAL-SHEET-MASK-i.600923655.14147984014?sp_atk=2611dc94-ece7-490d-84a1-b057a06449f6&xptdk=2611dc94-ece7-490d-84a1-b057a06449f6,$0.35,DR PLANT,5.0,2.1k,"👋Hello! 

Welcome To TrioY 特丽外
Young-at-heart . Young-living . Young-looking

We Believe That Nothing Is Better Than Stay At Home And Shop Online With Your Pyjamas And A Glass Of Wine. 

Ready To Start Your Online Shopping?

Kindly Refer To Product Images For More Details.

Give Your Skin Some Love
Start With Skin Care 

Happy Shopping!

Thank You For Visiting Our Page.

Warm Regards,
Lovely Team From TrioY💗"
[SG Ready Stock!] BISUTANG PLANT FRUIT EXTRACT FACIAL SHEET MASK,https://shopee.sg/-SG-Ready-Stock!-BISUTANG-PLANT-FRUIT-EXTRACT-FACIAL-SHEET-MASK-i.600923655.11076427514?sp_atk=2c23ad06-91a5-48b5-a9aa-cb9cd5236974&xptdk=2c23ad06-91a5-48b5-a9aa-cb9cd5236974,$0.30,BISUTANG,5.0,11.9k,"👋Hello! 

Welcome To TrioY 特丽外
Young-at-heart . Young-living . Young-looking

We Believe That Nothing Is Better Than Stay At Home And Shop Online With Your Pyjamas And A Glass Of Wine. 

Ready To Start Your Online Shopping?

Kindly Refer To Product Images For More Details.

Give Your Skin Some Love
Start With Skin Care 

Happy Shopping!

Thank You For Visiting Our Page.

Warm Regards,
Lovely Team From TrioY💗"
[Sg Stock] Essential Beauty Sheet Facial Mask Moisturising Black Snail Gold,https://shopee.sg/-Sg-Stock-Essential-Beauty-Sheet-Facial-Mask-Moisturising-Black-Snail-Gold-i.592706352.14309216320?sp_atk=810d7957-2e77-4b7b-8960-adc8a9227c8c&xptdk=810d7957-2e77-4b7b-8960-adc8a9227c8c,$0.41 - $0.61,,4.9,14k,"Welcome to Shinesg
All items are ready stock. 
We are a local seller with fast delivery, we ship next working day.
Buy 15 pieces to enjoy a free gift :)
Hope you enjoy our products!



Affordable and good quality sheet masks great for pampering yourself after a long day of hard work. Great for gifts as well.

1 BINGJU 8 Cups of Water - Moisturizing and Minimizes Pores
2 Hyaluronic Acid Moisturizing Mask - Moisturizing and Deeply Hydrating
3 Lemon - Brightening 
4 Grape - Firming
5 Cherry - Moisturising
6 Gold Foil Hyaluronic Acid - Hydrating + Reduce fine lines
7 Fayilan Seaweed Essence - Moisturizing + oil control
8 BISUTANG Seaweed - Moisturizing + reduce blemish
9 Snail Black Mask - Cleansing + deeply moisturizing
10 Snail Hydrating - Soothing + Hydrating
11Aloe Tender - Moisturizing + Tenderizing
12 Silk Purifying
13 Silk Moisturizing
14 Silk Whitening
15 Himalayan Secret - Moisturizing and Whitening
16 Ganoderma Lucidum (Lingzhi) - Rejuvenating + Glow
17 Nicotinamide (Niacinamide) - Moisturising + Brightening
18 Caviar Hyaluronic Acid - Hydration + Soothing
19 Snail Moisturising - Moisturising + Smoothening


All masks expire in 2024
Some product packaging may be slightly different due to change in packaging.

Precautions: 
1. Do a skin test on neck or behind ear before using the mask
2. Stop using immediately if any irritation occurs.
3. For external use only, keep away from eyes or broken skin.
4. Store in a cool dry place.
5. Keep away from infants and children."
❤️TIME SALE❤️[innisfree] My Real Squeeze Mask / Shipping from Korea,https://shopee.sg/%E2%9D%A4%EF%B8%8FTIME-SALE%E2%9D%A4%EF%B8%8F-innisfree-My-Real-Squeeze-Mask-Shipping-from-Korea-i.145818032.2288931907?sp_atk=3ab16a8c-d98c-4670-966b-767cdc2f963b&xptdk=3ab16a8c-d98c-4670-966b-767cdc2f963b,$0.90 - $1.90,Innisfree,4.9,35.7k,"❤️Kueen 3 Promises❤️
1. All products are 100% authentic.
2. All products are shipped directly from Korea
3. FREE gift samples

✔My real squeeze mask
What’s your skin craving? It can change from day to day. That’s why sheet masks have been a Korean skin care go-to for years—the portable packets of goodness can be customized to any shifting daily needs. 

■My Real Squeeze Masks come in 3 levels of hydration
 • Water base: Light & Fresh
 • Essence base: Deeply Hydrating
 • Cream base: Intensely Nourishing
Biodegradable : Made from 100% eucalyptus fibers 

■HOW TO USE
1. After cleansing and toning, apply the mask evenly and smoothly over the entire face, avoiding the eye and lip area. 
2. Remove mask after 10-20 minutes and gently pat the remaining residue for full absorption and longer lasting hydration. 

💕 Thank you for visit our shop"
COSRX Acne Pimple Master Patch / Clear Fit Master Patch / AC Collection Patch,https://shopee.sg/COSRX-Acne-Pimple-Master-Patch-Clear-Fit-Master-Patch-AC-Collection-Patch-i.224831920.5219444924?sp_atk=6ad87fd2-ae15-46a0-8861-47fb6d8387d7&xptdk=6ad87fd2-ae15-46a0-8861-47fb6d8387d7,$2.54 - $16.20,COSRX,5.0,73.3k,"Acne Pimple Master Patch 24 Patches

Description

1. Hydrocolloid protects wounds from dust and viruses in the air. 2. Emergency & Versatile & Concentrated care with various sizes – 7mm, 10mm, 12mm. 3. Convenient use. 4. Low irritation. 5. Clear – It is fine to put on makeup when you go out.
Suggest Use
1. Cleanse the area around acne blemishes, pimple and completely dry the area. 2. Select a patch of a bigger size of acne blemishes, pimple and attach the patch to the area. 3. Do not change the patches until the size of the acne blemishes, pimple gets reduced, so that the patch can absorb the impurities sufficiently. 
CAUTION 
For external use only. Avoid contact with eyes, Discontinue use if signs of irritation or rashes appear. Keep out of reach of children.

Clear Fit Master Patch 18 Patches

Description

Ultra-thin hydrocolloid patch covering in gradient form
*Tip
After cleansing the Skincare step If you stick to the area of the skin that you want to conceal, the adhesion will be even higher.

* Differences between the Acne Pimple Master Patch and the Clear Pit Master Patch
- The Acne Pimple Master Patch is made up of various sizes, It can be used on various size wound areas and is excellent for absorbing scars.
- It is a thin patch that covers the skin in the form of gradient as well as absorbing the wound.
- When applying patches and makeup, patches are not visible.

AC Collection Acne Patch 26 Patches

The AC Collection Acne Patch is an oval-shaped, highly adhesive acne patch suitable for covering several adjacent acne spots at once. These hydrocolloid patches infused with Centella Asiatica soothe and calm inflammation in acne, reduce chances of scarring and fight pimples before they fully form. Coming in three different sizes, these patches are perfect for use on face acne or even acne on the body. The innovative design of the patches ensures strong adhesion, and because of the thinner border, the patches better adhere to the curves of the face. 

Suggested Use
1. Remove the patches from the film and attach them to the fully dried lesion.
2. Replace the patches as they become white due to the preservation of exudates.
#cosrx #skincare #makeup #beauty #korean #toner #cleanse #treatment #facial #mask #pimple #patch #acne"
"💞CeraVe💞 Cleanser (Hydrating, Foaming, Renewing SA), Lotion (Daily, AM, PM), Moisturizing Cream, Resurfacing Retinol",https://shopee.sg/%F0%9F%92%9ECeraVe%F0%9F%92%9E-Cleanser-(Hydrating-Foaming-Renewing-SA)-Lotion-(Daily-AM-PM)-Moisturizing-Cream-Resurfacing-Retinol-i.13229849.3206849965?sp_atk=11a78a24-ee41-4459-b935-0977d0b70baf&xptdk=11a78a24-ee41-4459-b935-0977d0b70baf,$9.50 - $38.90,CeraVe,5.0,44.1k,"💞Authentic
💞Brand New
💞Instock
💞Imported from USA/EU. Expiry dates may/may not be printed on product as it's not required by US FDA, EU Cosmetics Regulations.
What is the expiry date of the product?
Once opened, please refer to PAO (period upon opening), eg. 3M upon opening.
If not stated, the recommended usage is 1 year upon opening. 

If unopened, please refer to expiry dates written on product. 
If expiry dates are unstated, please contact us for help.

Our products have a minimum of 6 months shelf life before expiring.

List of CeraVe Products: 

Facial Cleansers:
CeraVe Hydrating Facial Cleanser 87ml
CeraVe Hydrating Facial Cleanser 355ml
CeraVe Hydrating Facial Cleanser 473ml
CeraVe Hydrating Facial Cleanser 562ml
CeraVe Foaming Facial Cleanser 87ml
CeraVe Foaming Facial Cleanser 355ml
CeraVe Foaming Facial Cleanser 473ml
CeraVe Foaming Facial Cleanser 562ml
CeraVe Acne Foaming Cream Cleanser 150ml
CeraVe Hydrating Cream-to-Foam Cleanser 562ml
CeraVe Renewing SA Cleanser 237ml
CeraVe Renewing SA Cleanser 473ml

Facial Moisturizers:
CeraVe AM Facial Moisturising Lotion with Sunscreen 89ml
CeraVe PM Facial Moisturizing Lotion 89ml
CeraVe Ultra-Light Moisturizing Lotion SPF 30 50ml
CeraVe Moisturizing Cream 56ml
CeraVe Moisturizing Cream 453g
CeraVe Moisturizing Cream with Pump 453g 
CeraVe Moisturizing Cream 539g
CeraVe Daily Moisturizing Lotion 87ml
CeraVe Daily Moisturizing Lotion 355ml
CeraVe Daily Moisturizing Lotion 562ml
CeraVe Eye Repair Cream 14.2g
CeraVe Skin Renewing Night Cream 48g

Body Cleansers: 
CeraVe SA Body Wash 296ml
CeraVe Hydrating Body Wash 296ml
CeraVe Soothing Body Wash 296ml

Body Moisturizers:
CeraVe Moisturizing Cream 56ml
CeraVe Moisturizing Cream 453g
CeraVe Moisturizing Cream with Pump 453g 
CeraVe Moisturizing Cream 539g
CeraVe Daily Moisturizing Lotion 87ml
CeraVe Daily Moisturizing Lotion 355ml
CeraVe Daily Moisturizing Lotion 562ml
CeraVe SA Lotion for Rough & Bumpy Skin 237ml
CeraVe SA Cream for Rough & Bumpy Skin 340g
CeraVe Itch Relief Moisturizing Lotion 237ml
CeraVe Itch Relief Moisturizing Cream 340g
CeraVe Eczema Creamy Oil 236ml

Face Serums:
CeraVe Resurfacing Retinol Serum 30ml
CeraVe Skin Renewing Retinol Serum 30ml
CeraVe Skin Renewing Vitamin C Serum 30ml

Ointment:
CeraVe Healing Ointment 144g

Sunscreen:
CeraVe AM Facial Moisturising Lotion with Sunscreen 89ml
CeraVe Hydrating Sunscreen SPF 30 Face Lotion 75ml
CeraVe Hydrating Sunscreen SPF 30 Face Sheer Tint 50ml
CeraVe Ultra-Light Moisturizing Lotion SPF 30 50ml

Rough and Bumpy:
CeraVe SA Body Wash 296ml
CeraVe Renewing SA Cleanser 237ml
CeraVe Renewing SA Cleanser 473ml
CeraVe SA Lotion for Rough & Bumpy Skin 237ml
CeraVe SA Cream for Rough & Bumpy Skin 340g

Anti Aging:
CeraVe Skin Renewing Retinol Serum 30ml
CeraVe Skin Renewing Vitamin C Serum 30ml
CeraVe Skin Renewing Night Cream 48g

Eczema:
CeraVe Eczema Creamy Oil 236ml"
1pc Wheat Straw Toothbrush Adult Bamboo Charcoal Soft Portable Travel Disposable Out,https://shopee.sg/1pc-Wheat-Straw-Toothbrush-Adult-Bamboo-Charcoal-Soft-Portable-Travel-Disposable-Out-i.147906073.5348227222?sp_atk=000176a9-81ed-4c5a-aeb6-a092c3e0999b&xptdk=000176a9-81ed-4c5a-aeb6-a092c3e0999b,$1.50,,4.9,5.8k,"Applicable people Universal

Specifications Various

Product category Manual.

Function Bamboo charcoal

Product name: Wheat bamboo charcoal toothbrush

Product fabric: wheat straw+bamboo charcoal soft hair

Plus velvet: sharpened brush wire

Brush handle: wheat straw+PP

Gram weight: 13g

Quantity: 1

Random color

Many people in life give enough attention to toothbrushes and often ignore the health care of teeth.Only think that the teeth and velvet are standing, not rolled or rolled, and the brush handle is not broken, so continue to use it. It will not be replaced for a long time, so it can ""spoil"" the baby teeth.I don't know how old it is.

Serious consequences of use!Living teeth not only need to replace toothbrushes regularly, but also carefully"
Korea Lip Sleeping Mask Night Sleep Moistened Lip Balm Bleaching Cream Lips Care-3g,https://shopee.sg/Korea-Lip-Sleeping-Mask-Night-Sleep-Moistened-Lip-Balm-Bleaching-Cream-Lips-Care-3g-i.159830232.12411136647?sp_atk=b8ca7009-3886-4724-83f6-bc5d58718d4a&xptdk=b8ca7009-3886-4724-83f6-bc5d58718d4a,$0.99,,4.8,3.1k,"❤100% brand new! ! !
❤ 100% genuine guarantee! ! !
❤ The latest, most fashionable, high quality, low price, suitable for all people who pursue beauty.
❤Our store is updated daily, please follow us.
❤Surprise! Surprise!

how to use

step 1
Before going to bed at night, use the built-in spatula to apply an appropriate amount on lips.
※Efficacy: Melt stubborn dead skin cells from lips all night to provide sufficient moisture for lips.

Step 2
The next morning, gently wipe your lips with a tissue or cotton pad.
※Efficacy: Make lips smooth and elastic

#lip #lips #lipcare #lipbalm #liptreatment #kosmetikmurah #lipmask "
Ryo Hair Loss Care Shampoo,https://shopee.sg/Ryo-Hair-Loss-Care-Shampoo-i.285317779.3155404206?sp_atk=65d1332f-0a69-4ed0-9766-b994aa2847ac&xptdk=65d1332f-0a69-4ed0-9766-b994aa2847ac,$9.49 - $18.78,Ryo,5.0,12.5k,"1. All products are 100% authentic.
2. All products are imported directly from korea

Ryo Deep Cleansing & Cooling Shampoo 550ml
Ryo Deep Cleansing & Cooling Conditioner 550ml
Ryo Strengthen & Volume Shampoo 550ml
Ryo Strengthen & Volume Conditioner 550ml
Ryo Damage Care & Nourishing Shampoo 550ml
Ryo Damage Care & Nourishing Conditioner 550ml

Hair Loss Care Series
RYO Hair Loss Care Shampoo (For Oily Scalp) 400ml
RYO Hair Loss Care Shampoo (For Normal Scalp) 400ml
RYO Hair Loss Care Shampoo (For Sensitive Scalp) 400ml
RYO Hair Loss Care Shampoo (For Weak Hair) 400ml
RYO Hair Loss Care Shampoo (For Dandruff) 400ml

RYO Hair Loss Expert Care Shampoo (For Oily Scalp) New 400ml
RYO Hair Loss Expert Care Shampoo (For Dry Scalp) New  400ml
RYO Hair Loss Expert Care Shampoo (For Sensitive Scalp) New 400ml
RYO Hair Loss Expert Care Shampoo (For Weak Hair) New 400ml
RYO Hair Loss Expert Care Shampoo (For Dandruff) New 400ml

Local Seller "
